word,control_count,control_share,max_anchor_system,max_anchor_count,max_anchor_share,control_vs_max_anchor_ratio,share_gap,scenarios_control_present,scenario_win_count,scenario_term
contracts,35,0.000137,HYBRID_SEMANTIC,91,0.000304,0.450190,-0.000167,3,1,False
improve,21,0.000082,AC15,56,0.000184,0.446653,-0.000102,2,1,False
seriously,21,0.000082,AC15,56,0.000184,0.446653,-0.000102,2,1,False
warning,21,0.000082,AC15,56,0.000184,0.446653,-0.000102,3,1,False
managed,42,0.000164,HYBRID_3_5,105,0.000368,0.445794,-0.000204,3,1,False
discussions,28,0.000109,HYBRID_3_5,70,0.000245,0.445794,-0.000136,2,1,False
bigger,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,1,1,False
collapse,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,2,1,False
excluded,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,2,1,False
half,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,2,1,False
incomplete,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,2,1,False
renegotiation,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,2,1,False
transient,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,1,1,False
click,42,0.000164,HYBRID_SEMANTIC,112,0.000374,0.438935,-0.000210,2,1,False
binary,21,0.000082,HYBRID_SEMANTIC,56,0.000187,0.438935,-0.000105,2,1,False
equivalent,21,0.000082,HYBRID_SEMANTIC,56,0.000187,0.438935,-0.000105,2,1,False
full,112,0.000438,AC15P,315,0.001003,0.436427,-0.000565,3,1,False
guarantee,56,0.000219,AC15,154,0.000505,0.433118,-0.000286,3,1,False
merge,28,0.000109,AC15,77,0.000253,0.433118,-0.000143,2,1,False
exceptions,35,0.000137,HYBRID_3_5,91,0.000319,0.428648,-0.000182,3,1,False
provider,28,0.000109,HYBRID_SEMANTIC,77,0.000257,0.425634,-0.000148,3,1,False
argument,35,0.000137,HYBRID_SEMANTIC,98,0.000327,0.418034,-0.000190,4,1,False
conservative,21,0.000082,AC15P,63,0.000201,0.409151,-0.000119,2,1,False
automation,14,0.000055,AC15P,42,0.000134,0.409151,-0.000079,2,1,False
betting,14,0.000055,AC15P,42,0.000134,0.409151,-0.000079,2,1,False
count,14,0.000055,AC15P,42,0.000134,0.409151,-0.000079,2,1,False
determine,14,0.000055,AC15P,42,0.000134,0.409151,-0.000079,2,1,False
pretending,14,0.000055,AC15P,42,0.000134,0.409151,-0.000079,1,1,False
remotely,14,0.000055,AC15P,42,0.000134,0.409151,-0.000079,2,1,False
accidental,7,0.000027,AC15P,21,0.000067,0.409151,-0.000040,1,1,False
allowing,7,0.000027,AC15P,21,0.000067,0.409151,-0.000040,1,1,False
center,7,0.000027,AC15P,21,0.000067,0.409151,-0.000040,1,1,False
evolve,7,0.000027,AC15P,21,0.000067,0.409151,-0.000040,1,1,False
expiry,7,0.000027,AC15P,21,0.000067,0.409151,-0.000040,1,1,False
flexible,7,0.000027,AC15P,21,0.000067,0.409151,-0.000040,1,1,False
gravity,7,0.000027,AC15P,21,0.000067,0.409151,-0.000040,1,1,False
hiding,7,0.000027,AC15P,21,0.000067,0.409151,-0.000040,1,1,False
installed,7,0.000027,AC15P,21,0.000067,0.409151,-0.000040,1,1,False
libraries,7,0.000027,AC15P,21,0.000067,0.409151,-0.000040,1,1,False
maximizes,7,0.000027,AC15P,21,0.000067,0.409151,-0.000040,1,1,False
mutually,7,0.000027,AC15P,21,0.000067,0.409151,-0.000040,1,1,False
temporarily,7,0.000027,AC15P,21,0.000067,0.409151,-0.000040,1,1,False
rewrite,28,0.000109,HYBRID_3_5,77,0.000270,0.405268,-0.000161,2,1,False
naive,14,0.000055,AC15,42,0.000138,0.397025,-0.000083,2,1,True
authorization,7,0.000027,AC15,21,0.000069,0.397025,-0.000042,1,1,False
coherent,7,0.000027,AC15,21,0.000069,0.397025,-0.000042,1,1,False
considers,7,0.000027,AC15,21,0.000069,0.397025,-0.000042,1,1,False
consulting,7,0.000027,AC15,21,0.000069,0.397025,-0.000042,1,1,False
deferred,7,0.000027,AC15,21,0.000069,0.397025,-0.000042,1,1,False
differ,7,0.000027,AC15,21,0.000069,0.397025,-0.000042,1,1,False
faces,7,0.000027,AC15,21,0.000069,0.397025,-0.000042,1,1,False
labels,7,0.000027,AC15,21,0.000069,0.397025,-0.000042,1,1,False
passes,7,0.000027,AC15,21,0.000069,0.397025,-0.000042,1,1,False
passing,7,0.000027,AC15,21,0.000069,0.397025,-0.000042,1,1,False
predict,7,0.000027,AC15,21,0.000069,0.397025,-0.000042,1,1,False
space,7,0.000027,AC15,21,0.000069,0.397025,-0.000042,1,1,False
strict,42,0.000164,HYBRID_3_5,119,0.000417,0.393348,-0.000253,2,1,False
amplified,7,0.000027,HYBRID_SEMANTIC,21,0.000070,0.390165,-0.000043,1,1,False
communication,7,0.000027,HYBRID_SEMANTIC,21,0.000070,0.390165,-0.000043,1,1,False
differentiation,7,0.000027,HYBRID_SEMANTIC,21,0.000070,0.390165,-0.000043,1,1,False
forecast,7,0.000027,HYBRID_SEMANTIC,21,0.000070,0.390165,-0.000043,1,1,False
grows,7,0.000027,HYBRID_SEMANTIC,21,0.000070,0.390165,-0.000043,1,1,False
implemented,7,0.000027,HYBRID_SEMANTIC,21,0.000070,0.390165,-0.000043,1,1,False
importance,7,0.000027,HYBRID_SEMANTIC,21,0.000070,0.390165,-0.000043,1,1,False
latest,7,0.000027,HYBRID_SEMANTIC,21,0.000070,0.390165,-0.000043,1,1,False
mapped,7,0.000027,HYBRID_SEMANTIC,21,0.000070,0.390165,-0.000043,1,1,False
protected,7,0.000027,HYBRID_SEMANTIC,21,0.000070,0.390165,-0.000043,1,1,False
rarer,7,0.000027,HYBRID_SEMANTIC,21,0.000070,0.390165,-0.000043,1,1,False
reliance,7,0.000027,HYBRID_SEMANTIC,21,0.000070,0.390165,-0.000043,1,1,False
traps,7,0.000027,HYBRID_SEMANTIC,21,0.000070,0.390165,-0.000043,1,1,False
separate,84,0.000328,AC15P,275,0.000875,0.374931,-0.000547,4,1,False
clock,14,0.000055,HYBRID_3_5,42,0.000147,0.371495,-0.000093,2,1,False
impossible,14,0.000055,HYBRID_3_5,42,0.000147,0.371495,-0.000093,2,1,False
burdens,7,0.000027,HYBRID_3_5,21,0.000074,0.371495,-0.000046,1,1,False
competitors,7,0.000027,HYBRID_3_5,21,0.000074,0.371495,-0.000046,1,1,False
differences,7,0.000027,HYBRID_3_5,21,0.000074,0.371495,-0.000046,1,1,False
engineered,7,0.000027,HYBRID_3_5,21,0.000074,0.371495,-0.000046,1,1,False
erode,7,0.000027,HYBRID_3_5,21,0.000074,0.371495,-0.000046,1,1,False
estimated,7,0.000027,HYBRID_3_5,21,0.000074,0.371495,-0.000046,1,1,False
fatal,7,0.000027,HYBRID_3_5,21,0.000074,0.371495,-0.000046,1,1,False
hiring,7,0.000027,HYBRID_3_5,21,0.000074,0.371495,-0.000046,1,1,False
impaired,7,0.000027,HYBRID_3_5,21,0.000074,0.371495,-0.000046,1,1,False
na,7,0.000027,HYBRID_3_5,21,0.000074,0.371495,-0.000046,1,1,False
reach,7,0.000027,HYBRID_3_5,21,0.000074,0.371495,-0.000046,1,1,False
scored,7,0.000027,HYBRID_3_5,21,0.000074,0.371495,-0.000046,1,1,False
told,7,0.000027,HYBRID_3_5,21,0.000074,0.371495,-0.000046,1,1,False
unexpected,7,0.000027,HYBRID_3_5,21,0.000074,0.371495,-0.000046,1,1,False
worlds,7,0.000027,HYBRID_3_5,21,0.000074,0.371495,-0.000046,1,1,False
engineer,21,0.000082,AC15P,70,0.000223,0.368236,-0.000141,3,1,True
counts,28,0.000109,AC15,91,0.000299,0.366485,-0.000189,3,1,False
detail,28,0.000109,AC15,91,0.000299,0.366485,-0.000189,2,1,False
workflow,49,0.000191,AC15,161,0.000528,0.362501,-0.000337,3,1,False
trail,21,0.000082,AC15,70,0.000230,0.357323,-0.000148,2,1,False
prove,42,0.000164,AC15P,147,0.000468,0.350701,-0.000304,3,1,False
survey,42,0.000164,AC15P,147,0.000468,0.350701,-0.000304,2,1,False
economics,14,0.000055,AC15P,49,0.000156,0.350701,-0.000101,2,1,False
intended,14,0.000055,AC15P,49,0.000156,0.350701,-0.000101,2,1,False
refuse,14,0.000055,AC15P,49,0.000156,0.350701,-0.000101,2,1,False
execution,35,0.000137,AC15P,126,0.000401,0.340959,-0.000264,2,1,False
tactics,14,0.000055,AC15,49,0.000161,0.340307,-0.000106,2,1,False
themselves,7,0.000027,HYBRID_3_5,23,0.000081,0.339191,-0.000053,1,1,False
order,21,0.000082,AC15P,77,0.000245,0.334760,-0.000163,2,1,False
compatible,14,0.000055,HYBRID_SEMANTIC,49,0.000164,0.334427,-0.000109,1,1,False
failed,42,0.000164,HYBRID_3_5,140,0.000491,0.334346,-0.000327,2,1,False
package,49,0.000191,AC15P,182,0.000579,0.330468,-0.000388,3,1,False
delivery,77,0.000301,AC15P,287,0.000914,0.329316,-0.000613,2,1,False
errors,21,0.000082,HYBRID_SEMANTIC,77,0.000257,0.319226,-0.000175,2,1,False
judgment,21,0.000082,HYBRID_SEMANTIC,77,0.000257,0.319226,-0.000175,2,1,False
legacy,21,0.000082,HYBRID_SEMANTIC,77,0.000257,0.319226,-0.000175,2,1,False
view,21,0.000082,HYBRID_SEMANTIC,77,0.000257,0.319226,-0.000175,2,1,False
align,14,0.000055,HYBRID_3_5,49,0.000172,0.318425,-0.000117,2,1,False
escalate,14,0.000055,HYBRID_3_5,49,0.000172,0.318425,-0.000117,2,1,False
entry,35,0.000137,HYBRID_3_5,126,0.000442,0.309579,-0.000305,1,1,False
thresholds,21,0.000082,AC15P,84,0.000267,0.306863,-0.000185,2,1,False
dual,14,0.000055,AC15P,56,0.000178,0.306863,-0.000124,1,1,False
ingest,7,0.000027,AC15P,28,0.000089,0.306863,-0.000062,1,1,False
patience,7,0.000027,AC15P,28,0.000089,0.306863,-0.000062,1,1,False
study,7,0.000027,AC15P,28,0.000089,0.306863,-0.000062,1,1,False
triage,7,0.000027,AC15P,28,0.000089,0.306863,-0.000062,1,1,False
unchanged,7,0.000027,AC15P,28,0.000089,0.306863,-0.000062,1,1,False
responsible,21,0.000082,HYBRID_3_5,77,0.000270,0.303951,-0.000188,2,1,False
logging,21,0.000082,AC15,84,0.000276,0.297769,-0.000194,1,1,True
negative,14,0.000055,AC15,56,0.000184,0.297769,-0.000129,2,1,False
raise,14,0.000055,AC15,56,0.000184,0.297769,-0.000129,1,1,False
bar,7,0.000027,AC15,28,0.000092,0.297769,-0.000065,1,1,False
economically,7,0.000027,AC15,28,0.000092,0.297769,-0.000065,1,1,False
flips,7,0.000027,AC15,28,0.000092,0.297769,-0.000065,1,1,False
indicator,7,0.000027,AC15,28,0.000092,0.297769,-0.000065,1,1,False
press,7,0.000027,AC15,28,0.000092,0.297769,-0.000065,1,1,False
protocol,7,0.000027,AC15,28,0.000092,0.297769,-0.000065,1,1,False
substitute,7,0.000027,AC15,28,0.000092,0.297769,-0.000065,1,1,False
worked,7,0.000027,AC15,28,0.000092,0.297769,-0.000065,1,1,False
pivot,14,0.000055,HYBRID_SEMANTIC,56,0.000187,0.292624,-0.000132,1,1,False
applied,7,0.000027,HYBRID_SEMANTIC,28,0.000093,0.292624,-0.000066,1,1,False
disqualified,7,0.000027,HYBRID_SEMANTIC,28,0.000093,0.292624,-0.000066,1,1,False
gamble,7,0.000027,HYBRID_SEMANTIC,28,0.000093,0.292624,-0.000066,1,1,False
growth,7,0.000027,HYBRID_SEMANTIC,28,0.000093,0.292624,-0.000066,1,1,False
patches,7,0.000027,HYBRID_SEMANTIC,28,0.000093,0.292624,-0.000066,1,1,False
pathway,7,0.000027,HYBRID_SEMANTIC,28,0.000093,0.292624,-0.000066,1,1,False
plausibly,7,0.000027,HYBRID_SEMANTIC,28,0.000093,0.292624,-0.000066,1,1,False
rework,7,0.000027,HYBRID_SEMANTIC,28,0.000093,0.292624,-0.000066,1,1,False
scorecard,7,0.000027,HYBRID_SEMANTIC,28,0.000093,0.292624,-0.000066,1,1,False
susceptible,7,0.000027,HYBRID_SEMANTIC,28,0.000093,0.292624,-0.000066,1,1,False
multi,28,0.000109,HYBRID_3_5,112,0.000393,0.278622,-0.000283,3,1,False
fleet,21,0.000082,HYBRID_3_5,84,0.000295,0.278622,-0.000212,2,1,True
closer,14,0.000055,HYBRID_3_5,56,0.000196,0.278622,-0.000142,1,1,False
defensibility,14,0.000055,HYBRID_3_5,56,0.000196,0.278622,-0.000142,2,1,False
blanket,7,0.000027,HYBRID_3_5,28,0.000098,0.278622,-0.000071,1,1,False
ordering,7,0.000027,HYBRID_3_5,28,0.000098,0.278622,-0.000071,1,1,False
setting,7,0.000027,HYBRID_3_5,28,0.000098,0.278622,-0.000071,1,1,False
definition,42,0.000164,AC15,182,0.000597,0.274864,-0.000433,2,1,False
messaging,14,0.000055,AC15P,63,0.000201,0.272767,-0.000146,1,1,False
truthfully,14,0.000055,AC15P,63,0.000201,0.272767,-0.000146,2,1,False
approved,63,0.000246,AC15,280,0.000919,0.267992,-0.000672,3,1,False
brief,105,0.000410,HYBRID_SEMANTIC,462,0.001542,0.266021,-0.001132,2,1,False
fragility,14,0.000055,AC15,63,0.000207,0.264683,-0.000152,2,1,False
payment,14,0.000055,AC15,63,0.000207,0.264683,-0.000152,1,1,False
considered,7,0.000027,AC15P,35,0.000111,0.245490,-0.000084,1,1,False
reference,35,0.000137,AC15,175,0.000574,0.238215,-0.000437,2,1,False
number,21,0.000082,AC15,105,0.000344,0.238215,-0.000262,2,1,False
approvable,7,0.000027,AC15,35,0.000115,0.238215,-0.000087,1,1,False
cleaner,7,0.000027,AC15,35,0.000115,0.238215,-0.000087,1,1,False
expanding,7,0.000027,AC15,35,0.000115,0.238215,-0.000087,1,1,False
produces,7,0.000027,AC15,35,0.000115,0.238215,-0.000087,1,1,False
velocity,7,0.000027,AC15,35,0.000115,0.238215,-0.000087,1,1,False
outcomes,70,0.000274,AC15P,364,0.001159,0.236048,-0.000885,4,1,False
adopt,7,0.000027,HYBRID_SEMANTIC,35,0.000117,0.234099,-0.000089,1,1,False
counter,7,0.000027,HYBRID_SEMANTIC,35,0.000117,0.234099,-0.000089,1,1,False
equal,7,0.000027,HYBRID_SEMANTIC,35,0.000117,0.234099,-0.000089,1,1,False
escalations,7,0.000027,HYBRID_SEMANTIC,35,0.000117,0.234099,-0.000089,1,1,False
implicitly,7,0.000027,HYBRID_SEMANTIC,35,0.000117,0.234099,-0.000089,1,1,False
noisy,7,0.000027,HYBRID_SEMANTIC,35,0.000117,0.234099,-0.000089,1,1,False
steering,7,0.000027,HYBRID_SEMANTIC,35,0.000117,0.234099,-0.000089,1,1,False
break,21,0.000082,HYBRID_3_5,105,0.000368,0.222897,-0.000286,2,1,False
cycle,7,0.000027,HYBRID_3_5,35,0.000123,0.222897,-0.000095,1,1,False
owned,7,0.000027,HYBRID_3_5,35,0.000123,0.222897,-0.000095,1,1,False
retired,7,0.000027,HYBRID_3_5,35,0.000123,0.222897,-0.000095,1,1,False
de,21,0.000082,AC15P,119,0.000379,0.216609,-0.000297,1,1,False
structurally,14,0.000055,AC15,77,0.000253,0.216559,-0.000198,1,1,False
categories,7,0.000027,AC15P,42,0.000134,0.204575,-0.000106,1,1,False
conversion,7,0.000027,AC15P,42,0.000134,0.204575,-0.000106,1,1,False
head,7,0.000027,AC15P,42,0.000134,0.204575,-0.000106,1,1,False
paragraph,7,0.000027,AC15P,42,0.000134,0.204575,-0.000106,1,1,False
environments,28,0.000109,AC15P,175,0.000557,0.196392,-0.000448,2,1,False
offset,7,0.000027,HYBRID_SEMANTIC,42,0.000140,0.195082,-0.000113,1,1,False
auth,7,0.000027,HYBRID_3_5,42,0.000147,0.185748,-0.000120,1,1,False
temporary,14,0.000055,HYBRID_SEMANTIC,91,0.000304,0.180076,-0.000249,2,1,False
applicable,7,0.000027,AC15P,49,0.000156,0.175350,-0.000129,1,1,False
rates,14,0.000055,HYBRID_3_5,91,0.000319,0.171459,-0.000264,2,1,False
elsewhere,7,0.000027,AC15,49,0.000161,0.170154,-0.000133,1,1,False
mine,21,0.000082,HYBRID_SEMANTIC,154,0.000514,0.159613,-0.000432,2,1,False
ruin,14,0.000055,AC15,105,0.000344,0.158810,-0.000290,1,1,False
statement,14,0.000055,AC15P,112,0.000357,0.153431,-0.000302,2,1,False
boxed,7,0.000027,AC15P,56,0.000178,0.153431,-0.000151,1,1,False
preserving,7,0.000027,AC15P,56,0.000178,0.153431,-0.000151,1,1,False
uncapped,7,0.000027,HYBRID_3_5,56,0.000196,0.139311,-0.000169,1,1,False
ticket,7,0.000027,HYBRID_SEMANTIC,63,0.000210,0.130055,-0.000183,1,1,False
penalized,7,0.000027,AC15,77,0.000253,0.108280,-0.000225,1,1,False
triggered,7,0.000027,AC15,77,0.000253,0.108280,-0.000225,1,1,False
accepted,21,0.000082,AC15P,266,0.000847,0.096904,-0.000765,2,1,False
priced,7,0.000027,HYBRID_SEMANTIC,98,0.000327,0.083607,-0.000300,1,1,False
equivalents,7,0.000027,AC15,105,0.000344,0.079405,-0.000317,1,1,False
pilot,35,0.000137,HYBRID_SEMANTIC,539,0.001799,0.076006,-0.001663,3,1,False
spine,7,0.000027,HYBRID_3_5,532,0.001865,0.014664,-0.001838,1,1,False
heavily,49,0.000191,HYBRID_3_5,42,0.000147,1.300234,0.000044,2,0,False
cited,119,0.000465,AC15,119,0.000390,1.191076,0.000075,1,0,False
blob,21,0.000082,AC15,21,0.000069,1.191076,0.000013,1,0,False
excerpts,21,0.000082,AC15,21,0.000069,1.191076,0.000013,1,0,False
indexing,21,0.000082,AC15,21,0.000069,1.191076,0.000013,1,0,False
roi,21,0.000082,AC15,21,0.000069,1.191076,0.000013,1,0,False
productivity,14,0.000055,AC15,14,0.000046,1.191076,0.000009,1,0,False
accelerator,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
bites,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
contradicts,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
debates,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
delights,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
duplicate,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
edited,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
instruct,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
monorepo,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
naively,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
occasionally,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
poisoning,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
refreshed,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
sort,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
teammates,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
unstructured,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
validates,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
warnings,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,0,False
against,126,0.000492,HYBRID_3_5,119,0.000417,1.180044,0.000075,4,0,False
yesterday,91,0.000356,HYBRID_SEMANTIC,91,0.000304,1.170494,0.000052,1,0,False
correctable,21,0.000082,HYBRID_SEMANTIC,21,0.000070,1.170494,0.000012,1,0,False
flailing,21,0.000082,HYBRID_SEMANTIC,21,0.000070,1.170494,0.000012,1,0,False
announcement,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,0,False
contains,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,0,False
exploratory,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,0,False
omission,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,0,False
retriever,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,0,False
sourced,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,0,False
banner,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
doubling,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
fundamentals,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
influences,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
interrupt,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
jobs,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
justifies,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
linting,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
merges,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
min,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
mirrors,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
misguidance,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
misguides,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
reconciliation,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
reindex,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
representation,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
reviewer,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
ripgrep,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
teach,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
tries,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
url,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
warn,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,0,False
raw,147,0.000574,AC15,154,0.000505,1.136936,0.000069,1,0,False
recall,196,0.000766,HYBRID_SEMANTIC,203,0.000678,1.130132,0.000088,1,0,False
branch,196,0.000766,HYBRID_3_5,196,0.000687,1.114486,0.000079,2,0,False
important,126,0.000492,HYBRID_3_5,126,0.000442,1.114486,0.000051,3,0,False
embeddings,49,0.000191,HYBRID_3_5,49,0.000172,1.114486,0.000020,1,0,True
letting,49,0.000191,HYBRID_3_5,49,0.000172,1.114486,0.000020,3,0,False
vulnerability,35,0.000137,HYBRID_3_5,35,0.000123,1.114486,0.000014,2,0,False
inertia,21,0.000082,HYBRID_3_5,21,0.000074,1.114486,0.000008,2,0,False
object,21,0.000082,HYBRID_3_5,21,0.000074,1.114486,0.000008,1,0,False
retrieving,21,0.000082,HYBRID_3_5,21,0.000074,1.114486,0.000008,1,0,False
canonization,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,1,0,False
checkbox,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,1,0,False
codebases,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,1,0,False
delivering,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,2,0,False
enables,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,1,0,False
frictionless,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,1,0,False
json,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,1,0,False
lint,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,1,0,False
trusting,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,1,0,False
according,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
architecturally,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
camp,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
contrasting,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
domains,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
editing,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
endpoint,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
filled,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
foundations,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
ideas,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
indexed,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
influencing,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
inform,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
insight,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
linking,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
opinionated,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
passages,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
realize,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
regain,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
resurrect,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
reusable,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
scrub,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
served,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
situational,7,0.000027,HYBRID_3_5,7,0.000025,1.114486,0.000003,1,0,False
